City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,mitake,35.4167,137.1333,21.46,48,95,1.07,JP,2023-10-19
276,vila velha,-20.3297,-40.2925,22.97,83,75,5.14,BR,2023-10-19
277,fort st. john,56.2499,-120.8529,12.94,54,20,6.17,CA,2023-10-19
278,sisimiut,66.9395,-53.6735,-4.96,79,99,6.13,GL,2023-10-19
279,port saint john's,-31.6229,29.5448,17.91,81,44,3.16,ZA,2023-10-19
280,kristianstad,56.0313,14.1524,6.27,82,40,4.12,SE,2023-10-19
281,huarmey,-10.0681,-78.1522,20.23,86,96,3.97,PE,2023-10-19
282,rio gallegos,-51.6226,-69.2181,11.03,54,0,4.12,AR,2023-10-19
283,partizanske,48.6286,18.3846,10.81,60,91,3.99,SK,2023-10-19
284,badger,64.8,-147.5333,-2.07,77,100,2.57,US,2023-10-19
285,almodovar,37.4959,-8.0937,19.71,87,100,7.43,PT,2023-10-19
286,capao bonito,-24.0058,-48.3494,14.17,96,100,2.61,BR,2023-10-19
287,caianu mic,47.2333,24.15,3.89,66,100,1.57,RO,2023-10-19
288,hancheng,32.5186,112.3522,15.3,76,100,4.63,CN,2023-10-19
289,mankato,44.1636,-93.9994,12.6,34,42,3.17,US,2023-10-19
290,saint-francois,46.4154,3.9054,14.25,95,0,1.03,FR,2023-10-19
291,yarkovo,57.4028,67.0786,3.0,71,1,4.97,RU,2023-10-19
292,nizhniy ingash,56.2,96.53,6.63,89,18,1.72,RU,2023-10-19
293,hailar,49.2,119.7,3.05,43,47,5.8,CN,2023-10-19
294,hurricane,37.1753,-113.2899,26.26,21,0,4.29,US,2023-10-19
295,mar del plata,-38.0023,-57.5575,12.19,70,0,2.06,AR,2023-10-19
296,balykchy,42.4557,76.1861,10.12,57,42,0.7,KG,2023-10-19
297,fisterra,42.9049,-9.2629,18.9,85,100,11.28,ES,2023-10-19
298,coyhaique,-45.5752,-72.0662,13.34,50,75,0.0,CL,2023-10-19
299,chibougamau,49.9168,-74.3659,6.79,76,100,3.6,CA,2023-10-19
300,ocumare del tuy,10.1165,-66.7761,23.44,95,69,0.87,VE,2023-10-19
301,sal rei,16.1833,-22.9167,27.45,71,2,5.95,CV,2023-10-19
302,ilulissat,69.2167,-51.1,-7.99,73,75,2.57,GL,2023-10-19
303,beyneu,45.3167,55.2,11.11,42,100,5.57,KZ,2023-10-19
304,waddan,29.1614,16.139,22.75,24,0,3.33,LY,2023-10-19
305,xining,36.6167,101.7667,3.93,49,14,1.61,CN,2023-10-19
306,boende,-0.2167,20.8667,21.51,99,100,1.71,CD,2023-10-19
307,patterson,37.4716,-121.1297,27.66,60,0,2.19,US,2023-10-19
308,berezovyy,51.6667,135.7,8.23,52,92,1.9,RU,2023-10-19
309,masaka,-0.3338,31.7341,17.98,92,98,1.9,UG,2023-10-19
310,cefalu,38.0386,14.0229,25.42,41,5,1.34,IT,2023-10-19
311,choibalsan,48.0667,114.5,2.89,46,16,7.9,MN,2023-10-19
312,palopo,-2.9996,120.1921,29.33,66,89,1.86,ID,2023-10-19
313,peace river,56.2501,-117.286,14.17,50,20,4.63,CA,2023-10-19
314,sao gabriel da cachoeira,-0.1303,-67.0892,25.51,84,76,0.47,BR,2023-10-19
315,reggane,26.7158,0.1714,27.55,19,0,2.24,DZ,2023-10-19
316,kailua-kona,19.6406,-155.9956,27.98,81,40,4.63,US,2023-10-19
317,reo,12.3167,-2.4667,28.59,45,15,2.07,BF,2023-10-19
318,smithers,54.7804,-127.1743,11.18,66,40,3.09,CA,2023-10-19
319,mlowo,-9.0,32.9833,19.62,67,100,1.54,TZ,2023-10-19
320,mayna,54.1135,47.6231,3.82,86,100,5.1,RU,2023-10-19
321,inirida,3.8653,-67.9239,25.22,85,52,0.84,CO,2023-10-19
322,revda,56.801,59.9303,2.49,77,99,6.04,RU,2023-10-19
323,tuma,55.148,40.5537,4.43,91,100,2.89,RU,2023-10-19
324,cooper's town,26.8667,-77.5167,25.82,54,100,6.4,BS,2023-10-19
325,kartaly,53.0522,60.6467,1.36,76,0,5.46,RU,2023-10-19
326,lamu,-2.2717,40.902,25.12,88,100,3.45,KE,2023-10-19
327,cannonvale,-20.2833,148.7,24.66,59,84,7.04,AU,2023-10-19
328,st. john's,47.5649,-52.7093,7.86,90,100,4.12,CA,2023-10-19
329,santarem,-2.4431,-54.7083,25.07,94,0,1.54,BR,2023-10-19
330,la'ie,21.6477,-157.9253,30.98,67,77,1.79,US,2023-10-19
331,remire-montjoly,4.9167,-52.2667,24.02,100,0,0.0,GF,2023-10-19
332,juegang,32.3174,121.1855,22.26,62,6,1.56,CN,2023-10-19
333,sabang,5.8933,95.3214,27.39,75,100,0.61,ID,2023-10-19
334,wloszczowa,50.8526,19.9659,5.22,69,100,2.75,PL,2023-10-19
335,chui,-33.6971,-53.4616,11.28,87,2,2.71,UY,2023-10-19
336,ciudad insurgentes,25.2625,-111.7753,27.84,50,0,5.22,MX,2023-10-19
337,hirara,24.8,125.2833,29.92,61,40,4.63,JP,2023-10-19
338,ketchikan,55.3422,-131.6461,12.26,94,100,7.2,US,2023-10-19
339,kitale,1.0157,35.0062,13.63,94,100,0.64,KE,2023-10-19
340,moose jaw,50.4001,-105.5344,12.15,50,75,7.2,CA,2023-10-19
341,milazzo,38.2212,15.2383,23.21,54,16,0.45,IT,2023-10-19
342,lorengau,-2.0226,147.2712,29.41,69,11,0.89,PG,2023-10-19
343,edson,53.5835,-116.4356,14.08,44,0,4.12,CA,2023-10-19
344,pedregal,8.3667,-82.4333,27.33,93,20,2.24,PA,2023-10-19
345,wewak,-3.5534,143.6268,28.89,73,26,2.31,PG,2023-10-19
346,omutinskiy,56.4745,67.6709,2.92,74,0,5.56,RU,2023-10-19
347,viedma,-40.8135,-62.9967,15.19,30,100,6.14,AR,2023-10-19
348,rio grande,-32.035,-52.0986,14.97,72,7,6.22,BR,2023-10-19
349,morant bay,17.8815,-76.4093,29.79,83,100,3.18,JM,2023-10-19
350,quatre cocos,-20.2078,57.7625,24.06,87,95,2.37,MU,2023-10-19
351,praia,14.9215,-23.5087,26.94,77,35,4.54,CV,2023-10-19
352,selfoss,63.9331,-20.9971,9.47,75,100,12.46,IS,2023-10-19
353,minas de marcona,-15.2119,-75.1103,16.7,79,80,2.88,PE,2023-10-19
354,ballycastle,55.2044,-6.243,11.47,85,100,11.36,GB,2023-10-19
355,den burg,53.0542,4.7972,11.11,94,75,6.69,NL,2023-10-19
356,ankang,32.68,109.0172,12.72,94,100,1.51,CN,2023-10-19
357,sarikei,2.1167,111.5167,25.61,97,100,0.54,MY,2023-10-19
358,baharly,38.4362,57.4316,17.52,60,0,2.99,TM,2023-10-19
359,tyup,42.7276,78.3648,9.16,54,25,1.83,KG,2023-10-19
360,ishigaki,24.3448,124.1572,29.07,61,20,3.6,JP,2023-10-19
361,guerrero negro,27.9769,-114.0611,21.1,76,7,5.68,MX,2023-10-19
362,padang,-0.9492,100.3543,27.03,73,99,1.13,ID,2023-10-19
363,surovikino,48.6078,42.8486,5.55,60,42,2.02,RU,2023-10-19
364,picayune,30.5255,-89.6795,18.77,82,0,2.12,US,2023-10-19
365,mizdah,31.4451,12.9801,21.07,20,3,1.79,LY,2023-10-19
366,saguenay,48.4168,-71.0657,10.46,71,100,3.6,CA,2023-10-19
367,howick,-29.4779,30.2306,12.34,96,30,0.78,ZA,2023-10-19
368,bandarbeyla,9.4942,50.8122,26.8,78,14,1.56,SO,2023-10-19
369,kerikeri,-35.2268,173.9474,17.11,82,100,3.88,NZ,2023-10-19
370,sokur,55.2093,83.319,7.1,75,4,3.8,RU,2023-10-19
371,shimoda,34.6667,138.95,25.2,64,99,6.11,JP,2023-10-19
372,san antonio de pale,-1.4014,5.6325,26.03,86,100,5.97,GQ,2023-10-19
373,center,31.5107,-96.4247,21.18,55,0,1.54,US,2023-10-19
374,new norfolk,-42.7826,147.0587,21.51,26,100,1.72,AU,2023-10-19
375,new kingman-butler,35.265,-114.0323,27.72,13,0,3.09,US,2023-10-19
376,sittwe,20.15,92.9,25.95,78,61,2.14,MM,2023-10-19
377,kapa'a,22.0752,-159.319,30.99,64,0,4.63,US,2023-10-19
378,mariental,-24.6333,17.9667,20.89,21,0,4.81,NA,2023-10-19
379,sayre,41.979,-76.5155,10.09,92,97,1.27,US,2023-10-19
380,akureyri,65.6835,-18.0878,8.96,57,0,1.03,IS,2023-10-19
381,argo,37.6333,22.7333,18.21,85,95,1.74,GR,2023-10-19
382,sarvar,47.2539,16.9352,11.92,74,80,4.58,HU,2023-10-19
383,salinopolis,-0.6136,-47.3561,27.1,79,32,6.15,BR,2023-10-19
384,aracati,-4.5617,-37.7697,26.4,72,57,6.25,BR,2023-10-19
385,galdar,28.147,-15.6502,21.86,77,35,2.53,ES,2023-10-19
386,buka,40.8108,69.1986,15.81,52,77,0.48,UZ,2023-10-19
387,infanta,14.7425,121.6494,26.65,90,100,5.35,PH,2023-10-19
388,lethbridge,49.7,-112.8186,17.06,42,75,10.29,CA,2023-10-19
389,al jawf,29.5,38.75,17.37,70,0,3.53,SA,2023-10-19
390,weno,7.4515,151.8468,31.97,70,40,4.12,FM,2023-10-19
391,dampit,-8.2116,112.7493,29.89,46,81,2.43,ID,2023-10-19
392,amga,60.8953,131.9608,-3.34,52,100,3.13,RU,2023-10-19
393,qarqaraly,49.4058,75.4742,4.99,65,20,3.16,KZ,2023-10-19
394,islampur,26.2667,88.2,23.12,76,0,1.8,IN,2023-10-19
395,namtsy,62.7161,129.6658,-3.87,78,100,5.54,RU,2023-10-19
396,cabo san lucas,22.8909,-109.9124,29.31,82,75,4.12,MX,2023-10-19
397,menongue,-14.6585,17.691,17.52,29,49,0.38,AO,2023-10-19
398,urzhar,47.093,81.6294,10.89,39,30,1.22,KZ,2023-10-19
399,rossosh',51.1209,38.5116,7.74,60,100,5.4,RU,2023-10-19
400,kruisfontein,-34.0033,24.7314,13.81,94,27,1.41,ZA,2023-10-19
401,tarauaca,-8.1614,-70.7656,25.89,70,45,1.41,BR,2023-10-19
402,agat village,13.3886,144.6585,30.53,80,75,6.17,GU,2023-10-19
403,lesparre-medoc,45.3,-0.9333,19.15,72,100,9.02,FR,2023-10-19
404,yanykurgan,43.915,67.2481,13.34,44,4,3.38,KZ,2023-10-19
405,abraveses,40.6814,-7.921,16.16,95,100,4.85,PT,2023-10-19
406,tara,56.8944,74.371,8.88,74,100,3.58,RU,2023-10-19
407,kavieng,-2.5744,150.7967,28.52,70,82,1.21,PG,2023-10-19
408,antalaha,-14.9003,50.2788,23.87,83,88,0.58,MG,2023-10-19
409,belmonte,-15.8631,-38.8828,23.23,77,74,3.38,BR,2023-10-19
410,huancayo,-12.0667,-75.2333,12.91,67,97,0.56,PE,2023-10-19
411,holualoa,19.6228,-155.9522,25.91,81,40,4.63,US,2023-10-19
412,zhanaozen,43.3,52.8,12.53,51,100,7.09,KZ,2023-10-19
413,biala podlaska,52.0324,23.1165,3.7,73,100,1.84,PL,2023-10-19
414,manicore,-5.8092,-61.3003,28.64,51,52,0.84,BR,2023-10-19
415,ndago,-4.6,34.35,21.29,59,93,3.13,TZ,2023-10-19
416,san andres,12.5847,-81.7006,25.01,100,40,2.06,CO,2023-10-19
417,daru,-9.0763,143.2092,27.23,77,100,5.47,PG,2023-10-19
418,solnechnyy,50.7214,136.6319,5.02,54,1,2.07,RU,2023-10-19
419,kapuskasing,49.4169,-82.4331,9.0,81,100,2.57,CA,2023-10-19
420,greenville,35.6127,-77.3663,13.96,91,100,0.0,US,2023-10-19
421,callaway,30.153,-85.5699,18.3,84,0,2.06,US,2023-10-19
422,basoko,1.2391,23.616,20.61,96,100,1.19,CD,2023-10-19
423,nizhneangarsk,55.7833,109.55,0.0,69,52,4.02,RU,2023-10-19
424,arar,30.9753,41.0381,17.01,39,0,2.57,SA,2023-10-19
425,minbu,20.1833,94.8833,27.45,70,0,0.09,MM,2023-10-19
426,suntar,62.1444,117.6319,-9.36,91,8,2.68,RU,2023-10-19
427,cascais,38.6979,-9.4215,21.39,96,84,10.73,PT,2023-10-19
428,havre,49.5833,0.3333,15.87,82,0,5.14,FR,2023-10-19
429,east london,-33.0153,27.9116,18.42,80,41,4.79,ZA,2023-10-19
430,arkalyk,50.2486,66.9114,3.61,67,81,2.27,KZ,2023-10-19
431,verkhnevilyuysk,63.4453,120.3167,-6.14,81,39,3.58,RU,2023-10-19
432,sassandra,4.95,-6.0833,24.15,95,75,1.78,CI,2023-10-19
433,meadow lakes,61.6247,-149.6011,6.69,59,0,2.06,US,2023-10-19
434,usinsk,65.9939,57.5281,1.71,97,100,5.81,RU,2023-10-19
435,northam,51.0333,-4.2167,17.59,98,56,5.59,GB,2023-10-19
436,kaga bandoro,6.9896,19.1874,21.66,82,100,0.21,CF,2023-10-19
437,kudahuvadhoo,2.6708,72.8944,27.71,74,91,4.23,MV,2023-10-19
438,cafayate,-26.073,-65.9761,17.75,69,7,1.52,AR,2023-10-19
439,areado,-21.3586,-46.1456,20.1,91,5,1.96,BR,2023-10-19
440,labrador city,52.9463,-66.9114,3.95,75,0,3.09,CA,2023-10-19
441,zyryanskoye,56.8306,86.6258,6.91,83,47,2.64,RU,2023-10-19
442,aksu,41.1231,80.2644,11.74,33,100,0.43,CN,2023-10-19
443,sierra grande,-41.606,-65.3557,19.06,19,100,9.83,AR,2023-10-19
444,blagodatnoye,45.3997,42.5867,11.11,80,100,3.04,RU,2023-10-19
445,hakui,36.8833,136.7833,26.25,62,88,6.93,JP,2023-10-19
446,berkane,34.9084,-2.3461,18.82,73,97,1.33,MA,2023-10-19
447,vuktyl,63.8567,57.3094,3.39,87,100,8.05,RU,2023-10-19
448,general jose de san martin,-26.5374,-59.3416,20.76,82,96,2.98,AR,2023-10-19
449,shingu,33.7333,135.9833,23.32,62,80,2.39,JP,2023-10-19
450,mamuju,-2.6748,118.8885,29.23,72,79,1.73,ID,2023-10-19
451,manakara,-22.1333,48.0167,22.49,92,100,3.67,MG,2023-10-19
452,colonia,50.9333,6.95,14.77,90,75,4.63,DE,2023-10-19
453,zhigalovo,54.8097,105.1578,-0.52,96,41,0.89,RU,2023-10-19
454,nadym,65.5333,72.5167,2.16,89,51,5.74,RU,2023-10-19
455,byron bay,-28.65,153.6167,22.06,48,19,5.48,AU,2023-10-19
456,lavrio,37.7145,24.0565,18.74,73,35,3.51,GR,2023-10-19
457,vangaindrano,-23.35,47.6,22.15,95,100,3.06,MG,2023-10-19
458,twon-brass,4.3151,6.2418,27.04,83,100,4.31,NG,2023-10-19
459,brenham,30.1669,-96.3977,22.88,60,0,3.09,US,2023-10-19
460,anloga,5.7947,0.8973,26.32,83,87,2.84,GH,2023-10-19
461,camayenne,9.535,-13.6878,26.9,80,36,1.31,GN,2023-10-19
462,badeggi,9.05,6.15,25.32,83,98,0.26,NG,2023-10-19
463,ubari,26.5921,12.7805,23.48,21,4,5.27,LY,2023-10-19
464,tindouf,27.6711,-8.1474,23.25,25,0,2.57,DZ,2023-10-19
465,dapa,9.7594,126.0531,28.97,68,100,1.84,PH,2023-10-19
466,kyaukse,21.6,96.1333,24.0,94,20,1.03,MM,2023-10-19
467,madang,-5.2246,145.7966,29.98,66,23,3.04,PG,2023-10-19
468,lupon,6.8981,126.0096,31.01,76,100,1.18,PH,2023-10-19
469,colares,38.7992,-9.4469,21.29,96,78,10.73,PT,2023-10-19
470,santa ana,33.7456,-117.8678,28.58,84,100,4.12,US,2023-10-19
471,puerto aysen,-45.4,-72.7,7.96,97,100,2.21,CL,2023-10-19
472,santa ana de yacuma,-13.75,-65.4333,30.25,43,14,1.78,BO,2023-10-19
473,alofi,-19.0595,-169.9187,25.94,53,40,8.75,NU,2023-10-19
474,atbasar,51.8,68.3333,3.72,66,100,3.11,KZ,2023-10-19
475,karabash,55.4808,60.2157,0.78,69,86,5.76,RU,2023-10-19
476,kuta,-8.7233,115.1723,28.97,74,20,5.81,ID,2023-10-19
477,berlin,52.5244,13.4105,7.98,76,0,6.26,DE,2023-10-19
478,brisas de zicatela,15.8369,-97.0419,27.15,75,100,2.78,MX,2023-10-19
479,boca suno,-0.7167,-77.1333,22.91,89,40,0.9,EC,2023-10-19
480,dazhong,33.1997,120.4578,21.73,68,85,3.72,CN,2023-10-19
481,ad dilam,23.9915,47.1627,24.23,34,0,2.2,SA,2023-10-19
482,pisco,-13.7,-76.2167,19.03,88,100,2.57,PE,2023-10-19
483,fiambala,-27.6871,-67.6149,16.98,37,0,2.19,AR,2023-10-19
484,pyhajarvi,67.0701,27.2176,-8.63,97,55,2.01,FI,2023-10-19
485,mokhsogollokh,61.4681,128.9203,-4.87,87,100,4.93,RU,2023-10-19
486,miyako,39.6367,141.9525,20.61,58,100,2.24,JP,2023-10-19
487,hilo,19.7297,-155.09,29.04,76,75,2.57,US,2023-10-19
488,cambria,35.5641,-121.0808,28.41,57,0,1.76,US,2023-10-19
489,yarmouth,41.7057,-70.2286,14.45,89,100,1.54,US,2023-10-19
490,carutapera,-1.195,-46.02,25.81,83,36,3.4,BR,2023-10-19
491,pangody,65.85,74.4859,3.22,92,100,4.51,RU,2023-10-19
492,moquegua,-17.1956,-70.9353,19.07,61,20,0.26,PE,2023-10-19
493,robinson,31.4677,-97.1147,22.0,51,0,4.63,US,2023-10-19
494,port augusta,-32.5,137.7667,31.07,11,2,3.35,AU,2023-10-19
495,hasaki,35.7333,140.8333,25.16,59,86,7.57,JP,2023-10-19
496,malanje,-9.5402,16.341,18.14,94,100,1.86,AO,2023-10-19
497,poronaysk,49.2167,143.1167,11.27,90,100,5.68,RU,2023-10-19
498,sandnessjoen,66.0217,12.6316,-5.71,64,1,5.69,NO,2023-10-19
499,envira,-7.3,-70.2167,25.16,74,7,1.48,BR,2023-10-19
500,kingscliff,-28.2667,153.5667,23.89,41,40,7.72,AU,2023-10-19
501,lompoc,34.6391,-120.4579,22.79,94,0,2.06,US,2023-10-19
502,dhi as sufal,13.8345,44.1147,17.17,72,1,1.14,YE,2023-10-19
503,brookings,44.3114,-96.7984,11.21,84,100,0.45,US,2023-10-19
504,cockburn town,21.4612,-71.1419,29.2,74,37,5.95,TC,2023-10-19
505,susuman,62.7833,148.1667,-13.34,76,100,0.45,RU,2023-10-19
506,tommot,58.9564,126.2925,-2.87,79,100,4.07,RU,2023-10-19
507,eyl,7.9803,49.8164,26.41,82,7,2.36,SO,2023-10-19
508,san agustin de valle fertil,-30.6335,-67.4682,9.34,75,0,2.15,AR,2023-10-19
509,dunedin,-45.8742,170.5036,20.6,44,96,1.74,NZ,2023-10-19
510,adrar,20.5022,-10.0711,28.65,23,0,2.18,MR,2023-10-19
511,manokwari,-0.8667,134.0833,28.66,71,5,2.92,ID,2023-10-19
512,bezhetsk,57.7851,36.6965,2.83,73,81,2.18,RU,2023-10-19
513,brownwood,31.7093,-98.9912,23.62,41,0,5.14,US,2023-10-19
514,lakatoro,-16.0999,167.4164,27.49,75,100,1.5,VU,2023-10-19
515,guiratinga,-16.3494,-53.7583,28.69,31,5,2.41,BR,2023-10-19
516,khandyga,62.6667,135.6,-1.67,91,100,2.26,RU,2023-10-19
517,mufumbwe,-13.6833,24.8,19.33,75,10,1.93,ZM,2023-10-19
518,vernon,50.2581,-119.2691,13.5,89,100,2.57,CA,2023-10-19
519,turtas,58.9417,69.1325,4.28,73,0,4.35,RU,2023-10-19
520,san sebastian de la gomera,28.0916,-17.1133,23.2,78,0,0.51,ES,2023-10-19
521,sarangani,5.4033,125.4636,28.06,75,39,3.45,PH,2023-10-19
522,outjo,-20.1167,16.15,16.94,40,0,3.52,NA,2023-10-19
523,caxito,-8.5785,13.6643,24.91,84,99,1.63,AO,2023-10-19
524,al burayqah,30.4062,19.5739,23.48,40,5,4.37,LY,2023-10-19
525,al mijlad,11.0333,27.7333,26.96,48,24,0.67,SD,2023-10-19
526,iwanai,42.9744,140.5089,15.27,95,100,4.89,JP,2023-10-19
527,shantobe,52.4581,68.1839,2.56,70,84,3.12,KZ,2023-10-19
528,marka,1.7159,44.7717,25.93,87,94,3.59,SO,2023-10-19
529,la ronge,55.1001,-105.2842,10.14,81,100,4.63,CA,2023-10-19
530,qamdo,31.1667,97.2333,-2.25,63,96,1.33,CN,2023-10-19
531,kindu,-2.95,25.95,21.42,99,100,0.95,CD,2023-10-19
532,ismayilli,40.779,48.1638,8.4,82,100,1.39,AZ,2023-10-19
533,glubokoye,50.1456,82.3114,-0.14,93,20,1.0,KZ,2023-10-19
534,port hedland,-20.3167,118.5667,41.03,5,0,4.12,AU,2023-10-19
535,burhanuddin,22.4918,90.7235,26.12,76,0,3.42,BD,2023-10-19
536,paracuru,-3.41,-39.0306,26.73,77,1,4.34,BR,2023-10-19
537,noumea,-22.2763,166.4572,24.99,57,0,4.27,NC,2023-10-19
538,el kala,36.8956,8.4433,17.23,64,19,1.04,DZ,2023-10-19
539,guichen,47.9676,-1.7953,15.73,91,75,8.23,FR,2023-10-19
540,santa terezinha,-29.9002,-50.0904,16.55,78,77,3.55,BR,2023-10-19
541,daleville,31.3102,-85.713,15.93,84,0,2.06,US,2023-10-19
542,broken hill,-31.95,141.4333,27.03,16,0,1.13,AU,2023-10-19
543,ichinohe,40.2069,141.3017,19.29,64,100,4.77,JP,2023-10-19
544,solwezi,-12.1688,26.3894,17.49,86,79,1.27,ZM,2023-10-19
545,darasun,51.6667,114.0,1.52,48,5,4.47,RU,2023-10-19
546,'ain benian,36.8028,2.9219,20.03,64,35,2.35,DZ,2023-10-19
547,saint-joseph,-21.3667,55.6167,24.21,87,61,1.2,RE,2023-10-19
548,sos'va,59.1766,61.8558,5.03,58,97,5.81,RU,2023-10-19
549,sretensk,52.2453,117.7093,2.64,35,13,2.68,RU,2023-10-19
550,sananduva,-27.9497,-51.8067,16.2,98,98,1.92,BR,2023-10-19
551,laascaanood,8.4774,47.3597,22.85,84,17,4.29,SO,2023-10-19
552,freetown,8.484,-13.2299,25.52,86,100,1.06,SL,2023-10-19
553,peniche,39.3558,-9.3811,21.17,96,71,7.93,PT,2023-10-19
